"","Genotype","Type","Ploidy","Species","CCC_Group","Average_Tuber_Weight_(g)","Number_of_Tubers_per_plant","Total_Tuber_Yield_(kg_per_plant)","clust"
"638","BGVCOL_15062004","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",62.5,1.905,0.635,"1"
"639","BGVCOL_15062006","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",70,2.55,0.85,"3"
"640","BGVCOL_15062007","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",73.5,2.19,0.73,"3"
"641","BGVCOL_15062008","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",67,3.885,1.295,"3"
"642","BGVCOL_15062012","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",58,2.115,0.705,"1"
"643","BGVCOL_15062013","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",60,2.155,0.718333333333333,"1"
"644","BGVCOL_15062016","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",35,1.59,0.53,"1"
"645","BGVCOL_15062017","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",38.5,2.51,0.836666666666667,"1"
"646","BGVCOL_15062023","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",63.5,2.65,0.883333333333333,"3"
"647","BGVCOL_15062024","Type_In vitro","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",74,4.1,1.36666666666667,"3"
"648","BGVCOL_15062030","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",75,3.675,1.225,"3"
"649","BGVCOL_15062181","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",50,2.855,0.951666666666667,"1"
"650","BGVCOL_15062242","Type_Campo","Ploidy_No definido","Solanum tuberosum subsp. phureja","CCC_Group_No definido",71,2.93,0.976666666666667,"3"
"651","BGVCOL_15062243","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",51,2.27,0.756666666666667,"1"
"652","BGVCOL_15062244","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",51,2.435,0.811666666666667,"1"
"653","BGVCOL_15062245","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",95,4.11,1.37,"3"
"654","BGVCOL_15062246","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",33.5,1.325,0.441666666666667,"1"
"655","BGVCOL_15062247","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",137.5,4.06,1.35333333333333,"3"
"656","BGVCOL_15062248","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",33,1.67,0.556666666666667,"1"
"657","BGVCOL_15062249","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",38,2.85,0.95,"1"
"658","BGVCOL_15062250","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",14,0.93,0.31,"2"
"659","BGVCOL_15062251","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",57.5,2.695,0.898333333333333,"1"
"660","BGVCOL_15062252","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",50,2.725,0.908333333333333,"1"
"661","BGVCOL_15062253","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",53.5,2.645,0.881666666666666,"1"
"662","BGVCOL_15062254","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",38,1.02,0.34,"1"
"663","BGVCOL_15062255","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",75.5,3.06,1.02,"3"
"664","BGVCOL_15062258","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",22,0.35,0.116666666666667,"2"
"665","BGVCOL_15062261","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",78.5,2.37,0.79,"3"
"666","BGVCOL_15062262","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",51,2.625,0.875,"1"
"667","BGVCOL_15062263","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",70.5,2.69,0.896666666666667,"3"
"668","BGVCOL_15062264","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",70.5,2.845,0.948333333333333,"3"
"669","BGVCOL_15062265","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",46,1.075,0.358333333333333,"1"
"670","BGVCOL_15062266","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",52,1.505,0.501666666666667,"1"
"671","BGVCOL_15062267","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",52,1.77,0.59,"1"
"672","BGVCOL_15062268","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",28,0.7,0.233333333333333,"2"
"673","BGVCOL_15062269","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",60,1.87,0.623333333333333,"1"
"674","BGVCOL_15062270","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",44.5,0.865,0.288333333333333,"1"
"675","BGVCOL_15062271","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",54,1.105,0.368333333333333,"1"
"676","BGVCOL_15062272","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",68.5,2.305,0.768333333333333,"3"
"677","BGVCOL_15062273","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",73.5,2.875,0.958333333333333,"3"
"678","BGVCOL_15062274","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",28,1.34,0.446666666666667,"1"
"679","BGVCOL_15062276","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",58,1.84,0.613333333333333,"1"
"680","BGVCOL_15062514","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",91.5,4.045,1.34833333333333,"3"
"681","BGVCOL_15062543","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",20,0.93,0.31,"2"
"682","BGVCOL_15062560","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",45.5,1.535,0.511666666666667,"1"
"683","BGVCOL_15062565","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",49.5,3.3,1.1,"1"
"684","BGVCOL_15062574","Type_Campo","Ploidy_No definido","Solanum tuberosum subsp. phureja","CCC_Group_No definido",136.5,5.78,1.92666666666667,"3"
"685","BGVCOL_15062576","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",71,2.565,0.855,"3"
"686","BGVCOL_15062583","Type_No definido","Ploidy_No definido","Solanum tuberosum subsp. phureja","CCC_Group_No definido",127.5,3.37,1.12333333333333,"3"
"687","BGVCOL_15062585","Type_Campo","Ploidy_Tetraploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_B1",48.5,1.585,0.528333333333333,"1"
"688","BGVCOL_15062586","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",67.5,2.27,0.756666666666666,"3"
"689","BGVCOL_15062587","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",57.5,3.12,1.04,"3"
"690","BGVCOL_15062588","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",42,1.51,0.503333333333333,"1"
"691","BGVCOL_15062589","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",87.5,2.925,0.975,"3"
"692","BGVCOL_15062590","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",93.5,2.78,0.926666666666667,"3"
"693","BGVCOL_15062752","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",51,2.625,0.875,"1"
"694","BGVCOL_15062798","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",48.5,3.105,1.035,"1"
"695","BGVCOL_15062750","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",60,2.69,0.896666666666667,"1"
"696","BGVCOL_15062799","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",64,2.955,0.985,"3"
"697","BGVCOL_15062800","Type_Campo","Ploidy_Tetraploid","No disponible","CCC_Group_CCC_Group_B2",49,2.28,0.76,"1"
"698","BGVCOL_15062728","Type_Campo","Ploidy_No definido","No disponible","CCC_Group_No definido",30.5,1.555,0.518333333333333,"1"
"699","BGVCOL_15062729","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",63.5,2.38,0.793333333333333,"1"
"700","BGVCOL_15062731","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",100,2.65,0.883333333333333,"3"
"701","BGVCOL_15062732","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",67,3.035,1.01166666666667,"3"
"702","BGVCOL_15062733","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",28,1.6,0.533333333333333,"1"
"703","BGVCOL_15062722","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",50,7.035,2.345,"3"
"704","BGVCOL_15062724","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",52,3.16,1.05333333333333,"1"
"705","BGVCOL_15062801","Type_Campo","Ploidy_Tetraploid","No disponible","CCC_Group_CCC_Group_B2",82.5,2.67,0.89,"3"
"706","BGVCOL_15062734","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",38,2.18,0.726666666666667,"1"
"707","BGVCOL_15062735","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",20.5,0.485,0.161666666666667,"2"
"708","BGVCOL_15062736","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",35,1.46,0.486666666666667,"1"
"709","BGVCOL_15062737","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",29,1.46,0.486666666666667,"1"
"710","BGVCOL_15062802","Type_Campo","Ploidy_Tetraploid","No disponible","CCC_Group_CCC_Group_B1",60,3.185,1.06166666666667,"3"
"711","BGVCOL_15062739","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",66.5,2.09,0.696666666666667,"1"
"712","BGVCOL_15062740","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",41,1.77,0.59,"1"
"713","BGVCOL_15062741","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",39,1.005,0.335,"1"
"714","BGVCOL_15062744","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",42.5,1.24,0.413333333333333,"1"
"715","BGVCOL_15062803","Type_Campo","Ploidy_Tetraploid","No disponible","CCC_Group_CCC_Group_B1",55.5,2.515,0.838333333333333,"1"
"716","BGVCOL_15062804","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",55,2.645,0.881666666666667,"1"
"717","BGVCOL_15062805","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",57,2.01,0.67,"1"
"718","BGVCOL_15062806","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",42,2.24,0.746666666666667,"1"
"719","BGVCOL_15062742","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",42,1.905,0.635,"1"
"720","BGVCOL_15062782","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",42,0.98,0.326666666666667,"1"
"721","BGVCOL_15062807","Type_Campo","Ploidy_Tetraploid","No disponible","CCC_Group_CCC_Group_B1",52.5,3.62,1.20666666666667,"3"
"722","BGVCOL_15062789","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",79.5,2.675,0.891666666666667,"3"
"723","BGVCOL_15062808","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",55.5,2.715,0.905,"1"
"724","BGVCOL_15062811","Type_Campo","Ploidy_Tetraploid","No disponible","CCC_Group_CCC_Group_B2",132.5,2.96,0.986666666666667,"3"
"725","BGVCOL_15062809","Type_Campo","Ploidy_Tetraploid","No disponible","CCC_Group_CCC_Group_B2",76,2.37,0.79,"3"
"726","BGVCOL_15062810","Type_Campo","Ploidy_Tetraploid","No disponible","CCC_Group_CCC_Group_B2",31,2.78,0.926666666666667,"1"
"727","BGVCOL_15062791","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",70.5,3.025,1.00833333333333,"3"
"728","BGVCOL_15062743","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",35,1.87,0.623333333333333,"1"
"729","BGVCOL_15062792","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",48,2.445,0.815,"1"
"730","BGVCOL_15062745","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",42.5,1.995,0.665,"1"
"731","BGVCOL_15062793","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",41,2.485,0.828333333333333,"1"
"732","BGVCOL_15062794","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",77,2.285,0.761666666666667,"3"
"733","BGVCOL_15062795","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",75,2.23,0.743333333333334,"3"
"734","BGVCOL_15062747","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",71,2.48,0.826666666666667,"3"
"735","BGVCOL_15062796","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",48.5,2.08,0.693333333333333,"1"
"736","BGVCOL_15062748","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",35,1.485,0.495,"1"
"737","BGVCOL_15062797","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",59,2.12,0.706666666666667,"1"
"738","BGVCOL_15062749","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",65.5,2.145,0.715,"1"
"739","BGVCOL_15062738","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",57,1.555,0.518333333333333,"1"
"740","BGVCOL_15060205","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",50,3.355,1.11833333333333,"1"
"741","BGVCOL_15062525","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",123.5,3.995,1.33166666666667,"3"
"742","BGVCOL_15062529","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",68,2.77,0.923333333333333,"3"
"743","BGVCOL_15062530","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",31.5,0.93,0.31,"1"
"744","BGVCOL_15062531","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",43.5,3.415,1.13833333333333,"1"
"745","BGVCOL_15062534","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",27,0.82,0.273333333333333,"2"
"746","BGVCOL_15062541","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",51,2.4,0.8,"1"
"747","BGVCOL_15062549","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",39,0.88,0.293333333333333,"1"
"748","BGVCOL_15062558","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",16,0.79,0.263333333333333,"2"
"749","BGVCOL_15062559","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",57,3.205,1.06833333333333,"3"
"750","BGVCOL_15062561","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",23,0.695,0.231666666666667,"2"
"751","BGVCOL_15062562","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",67.5,3.305,1.10166666666667,"3"
"752","BGVCOL_15062564","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",61.5,3.16,1.05333333333333,"3"
"753","BGVCOL_15062567","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",50,2.32,0.773333333333333,"1"
"754","BGVCOL_15062568","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",53.5,3.18,1.06,"1"
"755","BGVCOL_15062569","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",52,1.585,0.528333333333333,"1"
"756","BGVCOL_15062571","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",67,5.6,1.86666666666667,"3"
"757","BGVCOL_15062572","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",66.5,4.09,1.36333333333333,"3"
"758","BGVCOL_15062573","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",69,3.33,1.11,"3"
"759","BGVCOL_15062575","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",36.5,1.715,0.571666666666667,"1"
"760","BGVCOL_15060630","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",54.5,3.07,1.02333333333333,"1"
"761","BGVCOL_15062753","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",50,2.075,0.691666666666667,"1"
"762","BGVCOL_15062761","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",20,1.19,0.396666666666667,"2"
"763","BGVCOL_15062762","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",44,2.135,0.711666666666667,"1"
"764","BGVCOL_15062763","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",35,1.38,0.46,"1"
"765","BGVCOL_15062774","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",75.5,2.605,0.868333333333333,"3"
"766","BGVCOL_15062775","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",27,1.18,0.393333333333333,"2"
"767","BGVCOL_15062776","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",50.5,2.805,0.935,"1"
"768","BGVCOL_15062777","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",39,2.07,0.69,"1"
"769","BGVCOL_15062779","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",102.5,2.315,0.771666666666667,"3"
"770","BGVCOL_15062780","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",59,1.84,0.613333333333333,"1"
"771","BGVCOL_15062781","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",25,0.7,0.233333333333333,"2"
"772","BGVCOL_15062764","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",49.5,1.685,0.561666666666667,"1"
"773","BGVCOL_15062783","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",72.5,2.175,0.725,"3"
"774","BGVCOL_15062784","Type_Campo","Ploidy_Tetraploid","No disponible","CCC_Group_CCC_Group_B2",50,1.52,0.506666666666667,"1"
"775","BGVCOL_15062785","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",52,2.12,0.706666666666667,"1"
"776","BGVCOL_15062786","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",28,1.235,0.411666666666667,"1"
"777","BGVCOL_15062787","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",35,0.595,0.198333333333333,"1"
"778","BGVCOL_15062788","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",19.5,0.555,0.185,"2"
"779","BGVCOL_15062767","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",20.5,0.575,0.191666666666667,"2"
"780","BGVCOL_15062754","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",86,2.245,0.748333333333333,"3"
"781","BGVCOL_15062755","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",42,2.6,0.866666666666667,"1"
"782","BGVCOL_15062769","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",68.5,2.705,0.901666666666667,"3"
"783","BGVCOL_15062756","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",32,1.85,0.616666666666667,"1"
"784","BGVCOL_15062757","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",69.5,2.655,0.885,"3"
"785","BGVCOL_15062770","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",38,1.715,0.571666666666667,"1"
"786","BGVCOL_15062758","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",66,3.07,1.02333333333333,"3"
"787","BGVCOL_15062772","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",23.5,1.45,0.483333333333333,"2"
"788","BGVCOL_15062760","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",31.5,1.145,0.381666666666667,"1"
"789","BGVCOL_15062513","Type_In vitro","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",47.5,1.74,0.58,"1"
"790","BGVCOL_15062727","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",140,3.28,1.09333333333333,"3"
"791","BGVCOL_15060210","Type_In vitro","Ploidy_Diploid","Solanum rybinii","CCC_Group_CCC_Group_A",43.5,2.01,0.67,"1"
"792","BGVCOL_15062790","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",38,1.925,0.641666666666667,"1"
"793","BGVCOL_15060002","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",72,1.75,0.583333333333333,"1"
"794","BGVCOL_15060077","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",57.5,2.885,0.961666666666667,"1"
"795","BGVCOL_15060204","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",49,1.98,0.66,"1"
"796","BGVCOL_15061362","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",59,3.565,1.18833333333333,"3"
"797","BGVCOL_15061456","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",42,1.89,0.63,"1"
"798","BGVCOL_15061780","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",49,2.71,0.903333333333333,"1"
"799","BGVCOL_15061781","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",59.5,2.875,0.958333333333333,"3"
"800","BGVCOL_15061982","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",94.5,3.88,1.29333333333333,"3"
"801","BGVCOL_15061984","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",40,2.72,0.906666666666667,"1"
"802","BGVCOL_15061986","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",78,3.985,1.32833333333333,"3"
"803","BGVCOL_15061987","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",58.5,2.545,0.848333333333333,"1"
"804","BGVCOL_15061988","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",61.5,2.305,0.768333333333333,"1"
"805","BGVCOL_15061989","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",106,2.85,0.95,"3"
"806","BGVCOL_15061991","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",72,2.395,0.798333333333333,"3"
"807","BGVCOL_15061992","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",74.5,2.11,0.703333333333333,"3"
"808","BGVCOL_15061994","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",78.5,2.235,0.745,"3"
"809","BGVCOL_15061996","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",62,2.355,0.785,"1"
"810","BGVCOL_15061997","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",79,4.045,1.34833333333333,"3"
"811","BGVCOL_15061998","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",50.5,2.64,0.88,"1"
"812","BGVCOL_15061999","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",88.5,4.115,1.37166666666667,"3"
"813","BGVCOL_15062000","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",47,1.795,0.598333333333333,"1"
"814","BGVCOL_15062001","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",113,4.41,1.47,"3"
"815","BGVCOL_15062002","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",69.5,2.125,0.708333333333333,"3"
"816","BGVCOL_15062005","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",46,3.51,1.17,"1"
